"";"nct_id";"tool_results";"has_error";"tool_prompted_pmids";"tool_result_pmids";"tool_ident_steps";"tool_truncated";"X";"has_publication";"publication_doi";"publication_pmid";"publication_url";"identification_step";"has_summary_results";"completion_year";"dataset";"agree";"any_results";"tool_detected_correct_pub";"tool_found_correct_pub"
"771";"NCT02681640";FALSE;TRUE;"27729618,28576168,28576169,30080930,31695839,33462358,33625476,33963621,34158842,35158766,36524539";"";"";NA;3253;FALSE;NA;NA;NA;NA;TRUE;2017;"nordic";FALSE;TRUE;NA;NA
"772";"NCT02698501";FALSE;TRUE;"28287273,29707206,30316823,34049943,35184265,35655942,36563746,37496871";"";"";NA;3260;TRUE;"10.1183/13993003.01296-2021";34049943;"https://doi.org/10.1183/13993003.01296-2021";"Linked at the registration";TRUE;2019;"nordic";FALSE;TRUE;FALSE;TRUE
"773";"NCT02464033";FALSE;TRUE;"26710327,27030935,28480759,29672623,33144616,33483995,33679717";"";"";NA;3196;TRUE;"10.1002/dmrr.3440";33486892;"https://onlinelibrary.wiley.com/doi/10.1002/dmrr.3440";"Systematic Google search";TRUE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"774";"NCT02282150";FALSE;TRUE;"";"";"";NA;3200;TRUE;"10.1007/s12020-020-02507-x";33063273;"https://doi.org/10.1007/s12020-020-02507-x";"Systematic Google search";TRUE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"775";"NCT01771328";TRUE;TRUE;"32190901,34867794,35169961,36842612";"34867794";"pubmed_naive";NA;3161;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"776";"NCT01941771";FALSE;TRUE;"24998489,25608842,27092845,27909934,30565179,31215242,31654283,32515321,33259244";"";"";NA;3158;TRUE;"10.1080/0284186x.2020.1851045";33259244;"https://doi.org/10.1080/0284186x.2020.1851045";"Linked at the registration";TRUE;2019;"nordic";FALSE;TRUE;FALSE;TRUE
"777";"NCT02544269";FALSE;TRUE;"29087547";"";"";NA;3250;FALSE;NA;NA;NA;NA;TRUE;2017;"nordic";FALSE;TRUE;NA;NA
"778";"NCT02829177";FALSE;TRUE;"29534864,30928357,35977907,36641921";"";"";NA;3198;TRUE;"10.1111/dme.13577";29315768;"https://doi.org/10.1111/dme.13577";"Systematic Google search";TRUE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"779";"NCT00888511";FALSE;TRUE;"24758913,35117147";"";"";NA;3140;FALSE;NA;NA;NA;NA;TRUE;2017;"nordic";FALSE;TRUE;NA;NA
"780";"NCT01867697";FALSE;TRUE;"24307789,25011934,25664394,25956187,27509063,32798788";"";"";NA;3159;FALSE;NA;NA;NA;NA;TRUE;2019;"nordic";FALSE;TRUE;NA;NA
"781";"NCT01496690";FALSE;TRUE;"25423603";"";"";NA;3149;TRUE;"10.1016/j.schres.2017.09.014";28919128;"https://doi.org/10.1016/j.schres.2017.09.014";"Linked at the registration";TRUE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"782";"NCT02805608";FALSE;TRUE;"28576168,28576169,30080930,33269530,33462358,33625476,33963621,34158842,35158766,36524539";"";"";NA;3269;TRUE;"10.2967/jnumed.116.178970";27609788;"https://jnm.snmjournals.org/content/58/3/379";"Systematic Google search";TRUE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"783";"NCT00646854";FALSE;TRUE;"22851556,24468319,26344156,26711181,28040682,32296035,32382083,32448357";"";"";NA;3133;TRUE;"10.1182/blood-2018-99-110429";NA;"https://doi.org/10.1182/blood-2018-99-110429";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"784";"NCT03372304";FALSE;TRUE;"";"";"";NA;3295;FALSE;NA;NA;NA;NA;TRUE;2019;"nordic";FALSE;TRUE;NA;NA
"785";"NCT03185182";FALSE;TRUE;"33408053";"";"";NA;3289;FALSE;NA;NA;NA;NA;TRUE;2018;"nordic";FALSE;TRUE;NA;NA
